id,order_id,product_id,quantity,unit_price
223,89,14,30,32.00
224,89,24,25,22.00
225,89,19,15,45.00
226,90,19,31,45.00
227,90,20,11,260.00
228,90,22,41,380.00
229,90,13,30,8.50
230,91,9,54,210.00
231,91,11,27,25.00
232,91,20,45,260.00
233,92,24,41,22.00
234,92,14,45,32.00
235,93,21,60,160.00
236,93,23,11,75.00
237,93,16,15,28.00
238,93,15,28,14.00
239,94,10,47,490.00
240,94,22,33,380.00
241,95,12,27,42.00
242,95,23,29,75.00
243,95,15,26,14.00
244,96,11,57,25.00
245,96,4,44,6.50
246,97,24,27,22.00
247,97,16,56,28.00
248,98,10,33,490.00
249,98,8,21,115.00
250,99,9,13,210.00
251,99,2,45,120.00
252,100,4,40,6.50
253,100,1,40,45.00
254,100,19,38,45.00
255,100,10,31,490.00
256,101,4,14,6.50
257,101,3,46,18.50
258,101,13,50,8.50
259,101,16,53,28.00
260,102,3,45,18.50
261,102,8,58,115.00
262,102,4,36,6.50
263,103,15,29,14.00
264,103,10,46,490.00
265,103,19,49,45.00
266,103,14,13,32.00
267,104,9,15,210.00
268,104,22,20,380.00
269,105,6,10,850.00
270,106,10,28,490.00
271,106,2,54,120.00
272,106,8,39,115.00
273,106,23,14,75.00
274,107,14,44,32.00
275,107,4,24,6.50
276,108,3,20,18.50
277,108,2,60,120.00
278,109,15,54,14.00
279,110,15,37,14.00
280,110,3,57,18.50
281,110,20,30,260.00
282,110,2,48,120.00
283,111,22,47,380.00
284,111,19,11,45.00
285,112,25,58,16.50
286,113,9,50,210.00
287,113,6,41,850.00
288,113,19,15,45.00
289,113,14,40,32.00
290,114,22,31,380.00
291,114,4,36,6.50
292,114,6,54,850.00
293,115,25,15,16.50
294,115,18,30,92.00
295,115,2,26,120.00
296,115,15,30,14.00
297,116,22,44,380.00
298,117,17,49,145.00
299,117,12,58,42.00
300,118,9,18,210.00
301,118,18,28,92.00
302,119,21,48,160.00
303,120,10,10,490.00
304,120,18,45,92.00
305,121,15,17,14.00
306,122,17,36,145.00
307,122,23,40,75.00
308,122,9,40,210.00
309,123,13,48,8.50
310,123,7,42,340.00
311,124,25,60,16.50
312,124,14,42,32.00
313,124,11,27,25.00
314,125,19,19,45.00
315,125,22,38,380.00
316,125,16,44,28.00
317,126,15,25,14.00
318,126,11,46,25.00
319,126,7,34,340.00
320,126,23,24,75.00
321,127,24,34,22.00
322,127,16,34,28.00
323,127,23,52,75.00
324,128,5,42,185.00
325,129,4,56,6.50
326,129,17,19,145.00
327,129,15,36,14.00
328,129,1,51,45.00
329,130,11,35,25.00
330,130,20,51,260.00
331,130,23,15,75.00
332,131,18,25,92.00
333,131,2,50,120.00
334,131,20,53,260.00
335,131,3,28,18.50
336,132,25,50,16.50
337,133,23,11,75.00
338,133,10,12,490.00
339,134,12,25,42.00
340,134,14,43,32.00
341,134,5,36,185.00
342,135,3,34,18.50
343,135,20,49,260.00
344,136,8,50,115.00
345,136,15,26,14.00
346,137,15,28,14.00
347,138,12,37,42.00
348,138,19,54,45.00
349,138,10,26,490.00
350,138,21,39,160.00
351,139,16,46,28.00
352,139,4,32,6.50
353,139,8,46,115.00
354,139,13,28,8.50
355,140,9,59,210.00
356,140,1,57,45.00
357,140,19,13,45.00
358,140,22,48,380.00
359,141,20,24,260.00
360,141,12,50,42.00
361,142,21,50,160.00
362,142,4,51,6.50
363,143,19,33,45.00
364,144,11,21,25.00
365,144,24,22,22.00
366,144,14,18,32.00
367,145,6,28,850.00
368,145,9,57,210.00
369,145,16,31,28.00
370,146,5,58,185.00
371,147,3,26,18.50
372,147,13,44,8.50
373,147,1,17,45.00
374,148,19,33,45.00
375,148,13,16,8.50
376,148,21,53,160.00
377,149,20,14,260.00
378,149,8,50,115.00
379,149,21,39,160.00
380,150,4,41,6.50
381,150,5,17,185.00
382,150,2,16,120.00
383,150,10,25,490.00
384,151,12,44,42.00
385,151,22,36,380.00
386,151,24,47,22.00
387,151,23,57,75.00
388,152,16,49,28.00
389,153,7,33,340.00
390,153,15,16,14.00
391,153,8,53,115.00
392,154,9,15,210.00
393,154,7,52,340.00
394,154,4,23,6.50
395,154,15,51,14.00
396,155,8,23,115.00
397,155,5,14,185.00
398,155,19,58,45.00
399,156,8,59,115.00
400,156,11,19,25.00
401,157,5,26,185.00
402,157,18,21,92.00
403,158,12,60,42.00
404,159,1,13,45.00
405,159,6,18,850.00
406,159,9,57,210.00
407,160,16,38,28.00
408,161,15,42,14.00
409,162,15,13,14.00
410,162,21,40,160.00
411,162,1,35,45.00
412,163,3,14,18.50
413,163,11,18,25.00
414,163,20,27,260.00
415,163,5,49,185.00
416,164,15,37,14.00
417,164,17,16,145.00
418,164,20,60,260.00
419,165,14,24,32.00
420,165,15,36,14.00
421,166,24,30,22.00
422,166,4,52,6.50
423,166,11,26,25.00
424,166,14,33,32.00
425,167,3,15,18.50
426,168,5,47,185.00
427,168,18,45,92.00
428,168,2,45,120.00
429,169,22,56,380.00
430,169,25,13,16.50
431,169,14,28,32.00
432,170,19,42,45.00
433,171,8,33,115.00
434,171,4,17,6.50
435,171,12,58,42.00
436,171,18,27,92.00
437,172,20,52,260.00
438,173,9,58,210.00
439,173,23,29,75.00
440,174,5,52,185.00
441,174,19,35,45.00
442,175,3,57,18.50
443,176,15,29,14.00
444,176,11,56,25.00
445,176,6,30,850.00
446,176,12,59,42.00
447,177,6,49,850.00
448,177,25,13,16.50
449,178,22,38,380.00
450,178,14,36,32.00
451,178,16,27,28.00
452,178,20,23,260.00
453,179,4,41,6.50
454,179,10,43,490.00
455,179,22,52,380.00
456,179,19,29,45.00
457,180,1,23,45.00
458,181,11,41,25.00
459,181,4,57,6.50
460,181,1,37,45.00
461,182,17,52,145.00
462,182,18,32,92.00
463,183,14,11,32.00
464,184,19,36,45.00
465,184,13,28,8.50
466,184,23,17,75.00
467,184,21,35,160.00
468,185,23,16,75.00
469,185,12,25,42.00
470,185,3,37,18.50
471,185,14,47,32.00
472,186,24,31,22.00
473,186,11,59,25.00
474,186,8,20,115.00
475,187,25,32,16.50
476,187,12,56,42.00
477,188,5,26,185.00
478,189,25,14,16.50
479,189,21,21,160.00
480,190,22,30,380.00
481,190,19,50,45.00
482,190,21,30,160.00
483,190,20,19,260.00
484,191,21,13,160.00
485,191,10,32,490.00
486,191,9,42,210.00
487,191,19,14,45.00
488,192,2,33,120.00
489,193,20,48,260.00
490,194,15,46,14.00
491,195,17,16,145.00
492,195,5,31,185.00
493,195,2,55,120.00
494,195,15,15,14.00
495,196,23,38,75.00
496,196,15,43,14.00
497,197,10,59,490.00
498,197,13,31,8.50
499,197,14,53,32.00
500,198,3,45,18.50
501,198,11,53,25.00
502,198,4,34,6.50
503,199,11,47,25.00
504,199,3,52,18.50
505,200,5,29,185.00
506,200,20,45,260.00
507,200,23,34,75.00
508,200,3,51,18.50
509,201,21,52,160.00
510,202,10,31,490.00
511,202,6,59,850.00
512,202,7,41,340.00
513,203,3,60,18.50
514,203,10,16,490.00
515,204,25,48,16.50
516,204,20,34,260.00
517,204,5,19,185.00
518,205,24,12,22.00
519,205,15,36,14.00
520,206,25,24,16.50
521,206,24,44,22.00
522,206,15,25,14.00
523,207,22,39,380.00
524,207,19,59,45.00
525,207,15,28,14.00
526,208,6,26,850.00
527,208,7,13,340.00
528,208,20,51,260.00
529,208,5,40,185.00
530,209,23,43,75.00
531,210,25,20,16.50
532,211,14,24,32.00
533,211,3,38,18.50
534,212,13,42,8.50
535,213,12,24,42.00
536,214,5,40,185.00
537,214,2,54,120.00
538,214,10,18,490.00
539,215,3,11,18.50
540,216,4,29,6.50
541,216,25,17,16.50
542,216,10,13,490.00
543,216,8,25,115.00
544,217,16,48,28.00
545,218,23,28,75.00
546,218,5,37,185.00
547,219,6,33,850.00
548,219,22,14,380.00
549,219,3,43,18.50
550,219,17,44,145.00
551,220,2,26,120.00
552,220,21,57,160.00
553,220,13,11,8.50
554,220,12,32,42.00
555,221,24,50,22.00
556,221,22,16,380.00
557,222,12,44,42.00
558,223,23,18,75.00
559,223,16,14,28.00
560,223,21,55,160.00
561,223,6,59,850.00
562,224,2,12,120.00
563,224,7,30,340.00
564,225,9,22,210.00
565,225,2,28,120.00
566,225,25,32,16.50
567,225,21,59,160.00
568,226,12,37,42.00
569,227,6,41,850.00
570,227,16,33,28.00
571,227,23,43,75.00
572,228,3,44,18.50
573,228,14,28,32.00
574,228,20,30,260.00
575,228,6,16,850.00
576,229,10,55,490.00
577,229,15,37,14.00
578,229,20,20,260.00
579,230,2,37,120.00
580,230,24,27,22.00
581,230,12,50,42.00
582,230,20,60,260.00
583,231,12,20,42.00
584,231,17,11,145.00
585,231,24,19,22.00
586,231,22,48,380.00
587,232,3,59,18.50
588,232,8,51,115.00
589,233,20,19,260.00
590,234,15,46,14.00
591,234,25,18,16.50
592,234,3,43,18.50
593,235,8,57,115.00
594,235,4,21,6.50
595,235,1,41,45.00
596,236,9,59,210.00
597,237,23,17,75.00
598,237,16,18,28.00
599,237,7,14,340.00
600,238,3,55,18.50
601,238,22,14,380.00
602,238,11,45,25.00
603,238,12,44,42.00
604,239,12,24,42.00
605,239,17,17,145.00
606,240,1,33,45.00
607,240,12,39,42.00
608,240,18,45,92.00
609,240,19,18,45.00
610,241,13,40,8.50
611,241,23,43,75.00
612,241,24,36,22.00
613,242,5,30,185.00
614,243,22,59,380.00
615,243,17,45,145.00
616,243,12,50,42.00
617,243,5,47,185.00
618,244,4,43,6.50
619,245,11,24,25.00
620,245,23,32,75.00
621,246,7,27,340.00
622,246,21,18,160.00
623,246,18,50,92.00
624,247,19,20,45.00
625,247,5,52,185.00
626,248,1,15,45.00
627,249,25,36,16.50
628,249,19,49,45.00
629,250,21,25,160.00
630,250,10,53,490.00
631,250,16,35,28.00
632,251,6,38,850.00
633,252,11,19,25.00
634,252,20,30,260.00
635,253,13,33,8.50
636,253,5,42,185.00
637,253,25,45,16.50
638,254,4,19,6.50
639,254,9,16,210.00
640,254,15,13,14.00
641,254,8,28,115.00
642,255,11,56,25.00
643,255,19,30,45.00
644,256,16,35,28.00
645,256,10,42,490.00
646,256,1,39,45.00
647,256,3,25,18.50
648,257,10,41,490.00
649,258,4,37,6.50
650,259,25,12,16.50
651,259,13,35,8.50
652,259,12,13,42.00
653,260,25,53,16.50
654,260,18,49,92.00
655,260,9,17,210.00
656,260,20,18,260.00
657,261,18,19,92.00
658,261,12,22,42.00
659,261,25,48,16.50
660,262,2,18,120.00
661,263,5,49,185.00
662,263,20,30,260.00
663,263,17,20,145.00
664,263,11,35,25.00
665,264,23,11,75.00
666,264,19,33,45.00
667,264,10,31,490.00
668,264,16,53,28.00
669,265,20,40,260.00
670,266,6,49,850.00
671,266,17,59,145.00
672,266,21,34,160.00
673,266,24,19,22.00
674,267,7,11,340.00
675,268,23,59,75.00
676,268,7,49,340.00
677,268,14,40,32.00
678,268,17,57,145.00
679,269,18,52,92.00
680,269,11,40,25.00
681,270,18,59,92.00
682,270,11,56,25.00
683,270,12,53,42.00
684,270,22,51,380.00
685,271,8,45,115.00
686,271,9,29,210.00
687,272,23,30,75.00
688,272,16,40,28.00
689,273,13,28,8.50
690,273,12,12,42.00
691,273,25,28,16.50
692,273,5,55,185.00
693,274,24,22,22.00
694,274,16,44,28.00
695,274,7,27,340.00
696,275,8,52,115.00
697,275,2,43,120.00
698,276,11,53,25.00
699,276,23,59,75.00
700,276,16,18,28.00
701,276,4,10,6.50
702,277,16,28,28.00
703,277,21,30,160.00
704,277,7,28,340.00
705,277,25,51,16.50
706,278,18,56,92.00
707,278,24,12,22.00
708,279,16,12,28.00
709,279,6,10,850.00
710,279,24,29,22.00
711,279,10,46,490.00
712,280,21,18,160.00
713,280,18,42,92.00
714,280,17,39,145.00
715,280,16,27,28.00
716,281,21,10,160.00
717,281,9,57,210.00
718,281,23,31,75.00
719,281,6,60,850.00
720,282,14,35,32.00
721,282,17,52,145.00
722,282,11,16,25.00
723,282,3,21,18.50
724,283,9,34,210.00
725,284,19,26,45.00
726,284,24,51,22.00
727,284,1,33,45.00
728,285,13,42,8.50
729,285,22,55,380.00
730,286,12,24,42.00
731,286,20,18,260.00
732,286,8,40,115.00
733,287,14,40,32.00
734,287,23,58,75.00
735,287,18,44,92.00
736,288,17,38,145.00
737,289,2,45,120.00
738,290,6,43,850.00
739,290,11,38,25.00
740,291,3,39,18.50
741,291,17,18,145.00
742,291,15,42,14.00
743,291,2,36,120.00
744,292,24,26,22.00
745,292,1,10,45.00
746,292,13,57,8.50
747,293,23,13,75.00
748,293,3,14,18.50
749,293,18,40,92.00
750,294,25,56,16.50
751,294,21,51,160.00
752,295,13,18,8.50
753,295,3,51,18.50
754,295,22,32,380.00
755,295,18,17,92.00
756,296,1,11,45.00
757,296,25,29,16.50
758,297,8,32,115.00
759,297,15,19,14.00
760,298,2,52,120.00
761,299,4,48,6.50
762,300,8,57,115.00
763,301,25,18,16.50
764,301,2,42,120.00
765,302,19,53,45.00
766,302,20,30,260.00
767,302,25,25,16.50
768,303,14,27,32.00
769,303,10,13,490.00
770,304,18,51,92.00
771,304,16,52,28.00
772,304,2,34,120.00
773,304,12,60,42.00
774,305,5,58,185.00
775,305,10,44,490.00
776,305,13,40,8.50
777,305,6,25,850.00
778,306,15,45,14.00
779,306,2,36,120.00
780,307,7,15,340.00
781,307,11,38,25.00
782,307,21,33,160.00
783,308,22,22,380.00
784,308,20,58,260.00
785,308,2,47,120.00
786,308,3,56,18.50
787,309,10,22,490.00
788,309,1,57,45.00
789,309,7,17,340.00
